Resume_Text,Category
"I am a passionate Designer with experience in Sketch, Adobe XD, Prototyping, UI/UX, Illustrator, Figma, Photoshop, Creative, InDesign, User Research. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Designer
"I am a passionate Data Analyst with experience in Tableau, Matplotlib, Statistics, Seaborn, Excel, EDA, Python. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Data Analyst
"I am a passionate Data Analyst with experience in Statistics, Excel, Python, SQL, Pandas, Power BI. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Data Analyst
"I am a passionate Java Developer with experience in OOP, Servlets, J2EE, Hibernate, Spring, Java, JDBC, Gradle, Multithreading. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Java Developer
"I am a passionate Web Developer with experience in API, Node.js, Vue, JavaScript, Git, Flask, React, CSS, Frontend, Backend, Django, REST, HTML. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Web Developer
"I am a passionate Data Analyst with experience in Seaborn, Python, Statistics, Tableau, Excel. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Data Analyst
"I am a passionate Java Developer with experience in J2EE, Multithreading, Gradle, Microservices, Maven, JSP, Spring, OOP. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Java Developer
"I am a passionate Software Tester with experience in Regression Testing, PyTest, Automation, Manual Testing, JUnit. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Software Tester
"I am a passionate Designer with experience in Sketch, Adobe XD, UI/UX, Creative, Photoshop. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Designer
"I am a passionate Web Developer with experience in Angular, Git, React, Django, HTML, JavaScript. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Web Developer
"I am a passionate Designer with experience in Prototyping, Adobe XD, User Research, Wireframing, Photoshop, InDesign, Sketch, Illustrator, UI/UX. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Designer
"I am a passionate Web Developer with experience in Frontend, Node.js, JavaScript, Git, API, Vue, Backend, HTML, REST, Django, React, Angular, Flask, CSS. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Web Developer
"I am a passionate Software Tester with experience in Test Cases, Bug Tracking, LoadRunner, JUnit, QTP, PyTest, Selenium. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Software Tester
"I am a passionate Data Analyst with experience in Statistics, Matplotlib, Data Visualization, Power BI, EDA, Python, NumPy, Pandas, SQL, Seaborn, Tableau, Excel, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Data Analyst
"I am a passionate Web Developer with experience in Angular, Vue, API, Git, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Web Developer
"I am a passionate Designer with experience in UI/UX, Figma, Illustrator, Prototyping, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Designer
"I am a passionate Designer with experience in InDesign, Figma, Photoshop, Prototyping, Wireframing, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Designer
"I am a passionate Designer with experience in Sketch, Creative, UI/UX, User Research, Photoshop, Illustrator. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Designer
"I am a passionate Python Developer with experience in Django, Python, Flask, Pandas, Scripting, Keras. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Python Developer
"I am a passionate Designer with experience in Photoshop, Adobe XD, Wireframing, Figma, Creative. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Designer
"I am a passionate Data Analyst with experience in Seaborn, EDA, Cleaning, NumPy, Data Visualization, Python, SQL, Pandas, Statistics, Tableau, Matplotlib, Power BI, Excel. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Data Analyst
"I am a passionate Java Developer with experience in Multithreading, Java, OOP, JDBC, Microservices, Spring, Maven, J2EE, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Java Developer
"I am a passionate Data Analyst with experience in Python, Tableau, Cleaning, Power BI, NumPy, EDA, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Data Analyst
"I am a passionate Designer with experience in Photoshop, UI/UX, Adobe XD, Wireframing, Figma, InDesign, Illustrator, Creative. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Designer
"I am a passionate Designer with experience in InDesign, Photoshop, Prototyping, Illustrator, Wireframing, Creative, Figma. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Hardworking",Designer
"I am a passionate Designer with experience in Creative, UI/UX, User Research, Sketch, InDesign, Wireframing, Adobe XD, Prototyping, Illustrator, Figma. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Designer
"I am a passionate Software Tester with experience in Bug Tracking, Selenium, JIRA, LoadRunner, Automation, PyTest, Manual Testing, Test Cases. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Software Tester
"I am a passionate Data Analyst with experience in Data Visualization, Cleaning, NumPy, Seaborn, Pandas, Statistics, Matplotlib, Tableau, SQL, Excel, Power BI, Python. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Data Analyst
"I am a passionate Data Analyst with experience in Excel, NumPy, Power BI, Python, EDA, Data Visualization. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Data Analyst
"I am a passionate Java Developer with experience in JSP, Multithreading, Microservices, Java, JDBC, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Java Developer
"I am a passionate Designer with experience in Photoshop, Sketch, Prototyping, Figma, InDesign, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Designer
"I am a passionate Designer with experience in Wireframing, Adobe XD, Prototyping, Creative, UI/UX, Sketch, Photoshop, InDesign. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Designer
"I am a passionate Software Tester with experience in Automation, Selenium, Test Cases, JIRA, LoadRunner. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Software Tester
"I am a passionate Software Tester with experience in PyTest, Test Cases, QTP, Manual Testing, Bug Tracking. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Software Tester
"I am a passionate Data Analyst with experience in Cleaning, Seaborn, Power BI, EDA, Statistics, Pandas, Excel, Tableau, Python, NumPy, SQL. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Data Analyst
"I am a passionate Data Analyst with experience in Excel, EDA, Seaborn, Pandas, Python, Statistics, Data Visualization, Matplotlib. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Data Analyst
"I am a passionate Web Developer with experience in Django, JavaScript, Vue, Backend, Frontend, Git, React, SQL, API, Flask, HTML. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Web Developer
"I am a passionate Designer with experience in Prototyping, Figma, Wireframing, Photoshop, Sketch, Creative, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Designer
"I am a passionate Java Developer with experience in J2EE, Maven, Gradle, JDBC, Java, Multithreading, Hibernate. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Java Developer
"I am a passionate Java Developer with experience in Gradle, Hibernate, Multithreading, Spring, Java, Servlets, J2EE, Microservices, OOP, Maven, JDBC, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Java Developer
"I am a passionate Software Tester with experience in JIRA, JUnit, Regression Testing, Bug Tracking, Manual Testing, LoadRunner, PyTest. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Software Tester
"I am a passionate Designer with experience in Creative, InDesign, Sketch, Photoshop, Prototyping, Adobe XD, UI/UX, Illustrator, User Research, Figma, Wireframing. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Designer
"I am a passionate Java Developer with experience in Multithreading, OOP, Maven, Spring, Gradle, Java, Hibernate, JDBC, JSP, Microservices, J2EE, Servlets. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Team player",Java Developer
"I am a passionate Web Developer with experience in Flask, Backend, Vue, HTML, Django, React, JavaScript. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Web Developer
"I am a passionate Designer with experience in Adobe XD, Prototyping, Sketch, Photoshop, Figma, User Research, Wireframing, UI/UX, Creative, Illustrator, InDesign. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Problem solving",Designer
"I am a passionate Python Developer with experience in Scikit-learn, Automation, Django, TensorFlow, Scripting, Pandas, NumPy, Flask. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Degree in Computer Science",Python Developer
"I am a passionate Designer with experience in Adobe XD, InDesign, Prototyping, Figma, User Research, Creative, Photoshop, UI/UX. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Designer
"I am a passionate Python Developer with experience in Keras, TensorFlow, NumPy, Flask, FastAPI, Django, Python, Automation, Scikit-learn. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Python Developer
"I am a passionate Software Tester with experience in LoadRunner, QTP, Regression Testing, JIRA, Test Cases, Automation, Manual Testing, Selenium. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Software Tester
"I am a passionate Web Developer with experience in Flask, Frontend, Git, Node.js, React, Django, HTML, Vue, Backend, JavaScript, CSS, API, SQL, REST, Angular. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Web Developer
"I am a passionate Java Developer with experience in Multithreading, JSP, JDBC, Spring, Maven, Servlets, Microservices, Hibernate, J2EE, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Java Developer
"I am a passionate Designer with experience in Photoshop, Prototyping, Adobe XD, Wireframing, User Research, Figma. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Designer
"I am a passionate Designer with experience in UI/UX, User Research, Figma, Sketch, Prototyping, Adobe XD. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Communication",Designer
"I am a passionate Web Developer with experience in Git, Angular, Backend, Flask, SQL, Vue. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Web Developer
"I am a passionate Data Analyst with experience in Pandas, SQL, Matplotlib, Cleaning, Data Visualization, Seaborn, EDA, Tableau, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Data Analyst
"I am a passionate Web Developer with experience in Vue, CSS, Node.js, React, SQL, HTML, JavaScript, Angular, Backend, Git, Flask, Django. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Web Developer
"I am a passionate Software Tester with experience in Bug Tracking, PyTest, Manual Testing, Automation, QTP, JIRA, JUnit, Regression Testing. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Software Tester
"I am a passionate Data Analyst with experience in Matplotlib, SQL, Cleaning, EDA, Excel, Seaborn. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Data Analyst
"I am a passionate Data Analyst with experience in Statistics, Power BI, Seaborn, EDA, Pandas, Cleaning. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Data Analyst
"I am a passionate Software Tester with experience in QTP, JUnit, JIRA, Regression Testing, Automation, LoadRunner, Selenium, PyTest. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Hardworking",Software Tester
"I am a passionate Web Developer with experience in Django, Node.js, Frontend, React, HTML, Angular, JavaScript. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Team player",Web Developer
"I am a passionate Software Tester with experience in Test Cases, Bug Tracking, QTP, Manual Testing, JUnit, LoadRunner, PyTest, Automation, Selenium, JIRA. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Software Tester
"I am a passionate Data Analyst with experience in Cleaning, Matplotlib, Python, SQL, Excel, EDA, Power BI, Data Visualization, NumPy. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Data Analyst
"I am a passionate Data Analyst with experience in NumPy, Power BI, Pandas, Data Visualization, Python, Cleaning, SQL, Matplotlib, Statistics, Seaborn, Excel, EDA, Tableau. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Data Analyst
"I am a passionate Python Developer with experience in Django, Flask, Scripting, FastAPI, Scikit-learn, Pandas. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Python Developer
"I am a passionate Data Analyst with experience in NumPy, EDA, Power BI, Tableau, Statistics, SQL, Pandas, Excel, Seaborn, Data Visualization, Python, Cleaning, Matplotlib. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Data Analyst
"I am a passionate Java Developer with experience in J2EE, Maven, JSP, OOP, JDBC, Multithreading, Servlets, Java, Gradle. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Degree in Computer Science",Java Developer
"I am a passionate Designer with experience in User Research, Sketch, Photoshop, Figma, UI/UX, Adobe XD, Illustrator, Wireframing, Creative, InDesign, Prototyping. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Designer
"I am a passionate Software Tester with experience in Test Cases, QTP, Bug Tracking, LoadRunner, Regression Testing, Manual Testing, PyTest, JUnit, Selenium. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Software Tester
"I am a passionate Java Developer with experience in JDBC, Maven, Microservices, Servlets, Multithreading, Hibernate, OOP, Java, J2EE, JSP. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Java Developer
"I am a passionate Software Tester with experience in Test Cases, PyTest, Manual Testing, JUnit, Bug Tracking, Automation, Selenium, JIRA, QTP. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Communication",Software Tester
"I am a passionate Web Developer with experience in JavaScript, Angular, Django, API, Frontend, Git, Node.js. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Web Developer
"I am a passionate Designer with experience in Sketch, Adobe XD, Figma, UI/UX, Illustrator. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Team player",Designer
"I am a passionate Data Analyst with experience in Statistics, Excel, NumPy, Tableau, Python, Cleaning, Power BI, SQL, Pandas, EDA, Matplotlib. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Communication",Data Analyst
"I am a passionate Data Analyst with experience in Power BI, Matplotlib, Cleaning, Data Visualization, NumPy, SQL, Excel, Tableau. I have worked on various projects using these technologies. I am looking for a challenging role. Degree in Computer Science Hardworking",Data Analyst
"I am a passionate Designer with experience in Photoshop, Illustrator, User Research, Sketch, Figma, Adobe XD, Prototyping, UI/UX, Creative, Wireframing. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Problem solving",Designer
"I am a passionate Python Developer with experience in FastAPI, Scikit-learn, Automation, Keras, PyTorch, TensorFlow, Scripting. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Python Developer
"I am a passionate Web Developer with experience in Node.js, REST, React, Git, CSS, SQL, Flask, API, HTML, Frontend. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Team player",Web Developer
"I am a passionate Java Developer with experience in Microservices, Hibernate, Multithreading, Gradle, J2EE, Servlets, Java, Maven, OOP, JDBC, JSP, Spring. I have worked on various projects using these technologies. I am looking for a challenging role. Problem solving Communication",Java Developer
"I am a passionate Designer with experience in Sketch, Photoshop, Wireframing, User Research, Prototyping. I have worked on various projects using these technologies. I am looking for a challenging role. Team player Degree in Computer Science",Designer
"I am a passionate Java Developer with experience in OOP, JSP, Java, Microservices, Maven, Gradle, Hibernate, Servlets. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Problem solving",Java Developer
"I am a passionate Data Analyst with experience in Pandas, Seaborn, Statistics, Matplotlib, SQL, EDA, Data Visualization, Python. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Hardworking",Data Analyst
"I am a passionate Software Tester with experience in Selenium, LoadRunner, JUnit, QTP, Manual Testing, Test Cases. I have worked on various projects using these technologies. I am looking for a challenging role. Communication Degree in Computer Science",Software Tester
"I am a passionate Python Developer with experience in Django, FastAPI, Keras, Automation, PyTorch, Flask, Python, NumPy, Pandas, Scikit-learn, Scripting. I have worked on various projects using these technologies. I am looking for a challenging role. Hardworking Problem solving",Python Developer
